OBJECTID,L0Continuum_of_Care_Grantee_Are,COCNUM,COCCAT,TOT_18,SH_ES_18,SH_TH_18,SH_SH_18,SH_TOT_18,UNSH_TOT_18,IND_TOT_18,SH_ES_IND_18,SH_TH_IND_18,SH_SH_IND_18,SH_TOT_IND_18,UNSH_IND_18,PFAM_TOT_18,SH_ES_PFAM_18,SH_TH_PFAM_18,SH_TOT_PFAM_18,UNSH_PFAM_18,FAM_TOT_18,SH_ES_FAM_18,SH_TH_FAM_18,SH_TOT_FAM_18,UNSH_FAM_18,CH_TOT_18,SH_ES_CH_18,SH_SH_CH_18,SH_TOT_CH_18,UNSH_CH_18,CH_IND_TOT_18,SH_ES_CH_IND_18,SH_SH_CH_IND_18,SH_TOT_CH_IND_18,UNSH_CH_IND_18,CH_PFAM_TOT_18,SH_ES_CH_PFAM_18,SH_TOT_CH_PFAM_18,UNSH_CH_PFAM_18,VETS_TOT_18,SH_ES_VETS_18,SH_TH_VETS_18,SH_SH_VETS_18,SH_TOT_VETS_18,UNSH_VETS_18,UY_TOT_18,SH_ES_UY_18,SH_TH_UY_18,SH_SH_UY_18,SH_TOT_UY_18,UNSH_UY_18,UYLT18_TOT_18,SH_ES_UYLT18_18,SH_TH_UYLT18_18,SH_SH_UYLT18_18,SH_TOT_UYLT18_18,UNSH_UYLT18_18,UY1824_TOT_18,SH_ES_UY1824_18,SH_TH_UY1824_18,SH_SH_UY1824_18,SH_TOT_UY1824_18,UNSH_UY1824_18,PY_TOT_18,SH_ES_PY_18,SH_TH_PY_18,SH_TOT_PY_18,UNSH_PY_18,PYLT18_TOT_18,SH_ES_PYLT18_18,SH_TH_PYLT18_18,SH_TOT_PYLT18_18,UNSH_PYLT18_18,PY1824_TOT_18,SH_ES_PY1824_18,SH_TH_PY1824_18,SH_TOT_PY1824_18,UNSH_PY1824_18,CPY_TOT_18,SH_ES_CPY_18,SH_TH_CPY_18,SH_TOT_CPY_18,UNSH_CPY_18,TOT_13,SH_ES_13,SH_TH_13,SH_SH_13,SH_TOT_13,UNSH_TOT_13,IND_TOT_13,SH_ES_IND_13,SH_TH_IND_13,SH_SH_IND_13,SH_TOT_IND_13,UNSH_IND_13,PFAM_TOT_13,SH_ES_PFAM_13,SH_TH_PFAM_13,SH_TOT_PFAM_13,UNSH_PFAM_13,FAM_TOT_13,SH_ES_FAM_13,SH_TH_FAM_13,SH_TOT_FAM_13,UNSH_FAM_13,CH_TOT_13,SH_ES_CH_13,SH_SH_CH_13,SH_TOT_CH_13,UNSH_CH_13,CH_IND_TOT_13,SH_ES_CH_IND_13,SH_SH_CH_IND_13,SH_TOT_CH_IND_13,UNSH_CH_IND_13,CH_PFAM_TOT_13,SH_ES_CH_PFAM_13,SH_TOT_CH_PFAM_13,UNSH_CH_PFAM_13,VETS_TOT_13,SH_TOT_VETS_13,UNSH_VETS_13,TOT_08,SH_ES_08,SH_TH_08,SH_SH_08,SH_TOT_08,UNSH_TOT_08,IND_TOT_08,SH_ES_IND_08,SH_TH_IND_08,SH_SH_IND_08,SH_TOT_IND_08,UNSH_IND_08,PFAM_TOT_08,SH_ES_PFAM_08,SH_TH_PFAM_08,SH_TOT_PFAM_08,UNSH_PFAM_08,FAM_TOT_08,SH_ES_FAM_08,SH_TH_FAM_08,SH_TOT_FAM_08,UNSH_FAM_08,CH_IND_TOT_08,SH_TOT_CH_IND_08,UNSH_CH_IND_08,Merger_flag,COCNAME,SHAPE_Length,SHAPE_Area
300,"Norton Shores, Muskegon City & County CoC",MI-516,Suburban CoCs,159,114,11,0,125,34,106,80,0,0,80,26,53,34,11,45,8,21,13,5,18,3,19,12,0,12,7,13,6,0,6,7,6,6,6,0,4,4,0,0,4,0,13,9,0,0,9,4,0,0,0,0,0,0,13,9,0,0,9,4,7,1,5,6,1,0,0,0,0,0,7,1,5,6,1,8,1,6,7,1,644,102,134,0,236,408,270,53,91,0,144,126,374,49,43,92,282,147,17,19,36,111,64,4,0,4,60,30,2,0,2,28,34,2,2,32,21,6,15,351,76,95,0,171,180,113,54,34,0,88,25,238,22,61,83,155,76,11,18,29,47,16,9,7,0,"Norton Shores, Muskegon City & County CoC",1.91512896711756,0.151539711782103
301,"Houma-Terrebonne, Thibodaux CoC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houma-Terrebonne, Thibodaux CoC",30.8725283632161,0.981632504608701
302,MA-510 & MA-516 Shared Jurisdiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA-510 & MA-516 Shared Jurisdiction,4.55416830557081,0.210845274831186
303,Jackson City & County CoC,MI-517,Rural CoCs,81,72,0,0,72,9,65,56,0,0,56,9,16,16,0,16,0,6,6,0,6,0,10,8,0,8,2,10,8,0,8,2,0,0,0,0,6,5,0,0,5,1,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,187,65,89,0,154,33,92,43,16,0,59,33,95,22,73,95,0,38,11,27,38,0,13,8,0,8,5,13,8,0,8,5,0,0,0,0,15,4,11,414,109,235,0,344,70,217,74,87,0,161,56,197,35,148,183,14,69,13,51,64,5,2,1,1,0,Jackson City & County CoC,1.87223409328416,0.204412159001675
304,Eaton County CoC,MI-523,Suburban CoCs,122,40,77,0,117,5,10,4,1,0,5,5,112,36,76,112,0,30,10,20,30,0,4,3,0,3,1,1,0,0,0,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,7,0,0,0,0,0,0,7,2,5,7,0,12,1,11,12,0,129,47,49,0,96,33,40,7,7,0,14,26,89,40,42,82,7,25,10,12,22,3,7,4,0,4,3,1,0,0,0,1,6,4,4,2,1,1,0,197,46,59,0,105,92,37,1,1,0,2,35,160,45,58,103,57,43,13,13,26,17,3,2,1,0,Eaton County CoC,1.84994651617309,0.163781318285888
305,St. Paul/Ramsey County CoC,MN-501,Other Urban CoCs,1424,847,448,0,1295,129,886,589,187,0,776,110,538,258,261,519,19,176,81,90,171,5,235,179,0,179,56,195,139,0,139,56,40,40,40,0,60,35,22,0,57,3,116,54,41,0,95,21,19,8,9,0,17,2,97,46,32,0,78,19,41,10,28,38,3,4,0,4,4,0,37,10,24,34,3,58,14,42,56,2,1417,609,727,10,1346,71,678,383,224,10,617,61,739,226,503,729,10,251,70,177,247,4,288,222,10,232,56,210,148,10,158,52,78,74,74,4,54,48,6,1294,496,674,0,1170,124,618,315,188,0,503,115,676,181,486,667,9,216,66,147,213,3,240,189,51,0,St. Paul/Ramsey County CoC,1.01096565778383,0.050246857975387
306,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",MN-503,Suburban CoCs,625,322,91,0,413,212,345,169,29,0,198,147,280,153,62,215,65,93,50,22,72,21,78,42,0,42,36,63,38,0,38,25,15,4,4,11,21,11,7,0,18,3,77,34,14,0,48,29,11,3,0,0,3,8,66,31,14,0,45,21,4,0,2,2,2,0,0,0,0,0,4,0,2,2,2,4,0,2,2,2,745,268,367,0,635,110,213,83,53,0,136,77,532,185,314,499,33,182,76,96,172,10,89,48,0,48,41,55,20,0,20,35,34,28,28,6,11,8,3,800,130,534,0,664,136,141,24,71,0,95,46,659,106,463,569,90,210,35,151,186,24,38,18,20,1,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",6.59649048813839,0.649123419460495
307,Northeast Minnesota CoC,MN-504,Rural CoCs,90,24,23,0,47,43,57,17,9,0,26,31,33,7,14,21,12,11,2,6,8,3,12,5,0,5,7,10,3,0,3,7,2,2,2,0,4,1,0,0,1,3,10,2,6,0,8,2,0,0,0,0,0,0,10,2,6,0,8,2,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,265,12,82,0,94,171,131,6,15,0,21,110,134,6,67,73,61,41,2,19,21,20,40,2,0,2,38,16,2,0,2,14,24,0,0,24,21,11,10,230,32,82,0,114,116,98,21,17,0,38,60,132,11,65,76,56,40,4,18,22,18,24,4,20,0,Northeast Minnesota CoC,17.9189573984575,3.97691869728076
308,St. Cloud/Central Minnesota CoC,MN-505,Rural CoCs,584,226,253,0,479,105,278,111,81,0,192,86,306,115,172,287,19,104,37,62,99,5,64,40,0,40,24,50,26,0,26,24,14,14,14,0,38,10,15,0,25,13,77,6,47,0,53,24,3,1,0,0,1,2,74,5,47,0,52,22,28,2,26,28,0,0,0,0,0,0,28,2,26,28,0,30,4,26,30,0,657,178,282,0,460,197,449,113,190,0,303,146,208,65,92,157,51,68,21,30,51,17,114,63,0,63,51,79,35,0,35,44,35,28,28,7,92,72,20,389,201,112,0,313,76,187,104,40,0,144,43,202,97,72,169,33,71,34,26,60,11,69,33,36,0,St. Cloud/Central Minnesota CoC,12.3547780445289,3.68060473370367
309,Moorhead/West Central Minnesota CoC,MN-508,Rural CoCs,246,121,119,0,240,6,112,71,35,0,106,6,134,50,84,134,0,40,17,23,40,0,25,21,0,21,4,22,18,0,18,4,3,3,3,0,10,6,3,0,9,1,17,9,8,0,17,0,4,4,0,0,4,0,13,5,8,0,13,0,13,1,12,13,0,0,0,0,0,0,13,1,12,13,0,19,1,18,19,0,287,157,94,0,251,36,132,99,15,0,114,18,155,58,79,137,18,43,14,24,38,5,62,55,0,55,7,41,34,0,34,7,21,21,21,0,17,17,0,242,87,78,0,165,77,144,50,25,0,75,69,98,37,53,90,8,35,10,21,31,4,82,49,33,0,Moorhead/West Central Minnesota CoC,9.8134623839366,2.78128691458136
310,Duluth/St. Louis County CoC,MN-509,Rural CoCs,425,118,159,0,277,148,261,98,40,0,138,123,164,20,119,139,25,58,5,45,50,8,108,27,0,27,81,98,21,0,21,77,10,6,6,4,12,2,7,0,9,3,69,30,21,0,51,18,25,20,5,0,25,0,44,10,16,0,26,18,23,1,19,20,3,0,0,0,0,0,23,1,19,20,3,22,2,17,19,3,410,112,188,0,300,110,205,79,38,0,117,88,205,33,150,183,22,70,15,49,64,6,103,24,0,24,79,80,16,0,16,64,23,8,8,15,15,5,10,501,82,212,0,294,207,270,56,49,0,105,165,231,26,163,189,42,75,9,54,63,12,105,35,70,0,Duluth/St. Louis County CoC,7.72530254957743,2.08629548579532
311,St. Louis City CoC,MO-501,Other Urban CoCs,949,561,291,0,852,97,619,345,177,0,522,97,330,216,114,330,0,112,73,39,112,0,95,74,0,74,21,84,63,0,63,21,11,11,11,0,136,18,114,0,132,4,54,22,25,0,47,7,1,0,1,0,1,0,53,22,24,0,46,7,28,19,9,28,0,1,0,1,1,0,27,19,8,27,0,38,26,12,38,0,1423,612,697,18,1327,96,793,372,316,18,706,87,630,240,381,621,9,198,80,114,194,4,138,97,13,110,28,118,79,13,92,26,20,18,18,2,193,173,20,1386,627,546,0,1173,213,800,443,144,0,587,213,586,184,402,586,0,196,77,119,196,0,258,238,20,0,St. Louis City CoC,0.75209000782817,0.0176773651363293
312,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,Suburban CoCs,532,230,140,0,370,162,278,55,70,0,125,153,254,175,70,245,9,92,61,28,89,3,33,14,0,14,19,23,8,0,8,15,10,6,6,4,9,3,1,0,4,5,65,13,27,0,40,25,5,3,2,0,5,0,60,10,25,0,35,25,5,2,2,4,1,1,0,1,1,0,4,2,1,3,1,7,4,2,6,1,940,392,184,0,576,364,387,92,91,0,183,204,553,300,93,393,160,186,97,30,127,59,78,50,0,50,28,21,8,0,8,13,57,42,42,15,3,0,3,593,157,148,0,305,288,253,65,61,0,126,127,340,92,87,179,161,123,33,32,65,58,35,23,12,0,"St. Charles City & County, Lincoln, Warren Counties CoC",3.84840028725286,0.449260958548532
313,"Kansas City (MO&KS), Independence, Lee’s Summit/Jackson, Wyandotte Counties CoC",MO-604,Major Cities,1798,1026,435,13,1474,324,1200,703,178,13,894,306,598,323,257,580,18,187,102,81,183,4,416,233,13,246,170,369,192,13,205,164,47,41,41,6,143,60,35,13,108,35,115,51,52,0,103,12,15,4,10,0,14,1,100,47,42,0,89,11,31,19,11,30,1,2,2,0,2,0,29,17,11,28,1,36,23,12,35,1,2691,801,957,8,1766,925,1486,604,350,8,962,524,1205,197,607,804,401,357,51,193,244,113,327,129,4,133,194,201,88,4,92,109,126,41,41,85,316,228,88,2260,1041,628,0,1669,591,1262,650,255,0,905,357,998,391,373,764,234,292,116,113,229,63,570,448,122,0,"Kansas City (MO&KS), Independence, Lee’s Summit/Jackson, Wyandotte Counties CoC",4.28771048087413,0.252363966775309
314,Missouri Balance of State CoC,MO-606,Rural CoCs,1345,777,198,8,983,362,872,445,100,8,553,319,473,332,98,430,43,150,107,31,138,12,250,166,8,174,76,153,80,8,88,65,97,86,86,11,112,69,26,2,97,15,106,61,25,0,86,20,35,26,3,0,29,6,71,35,22,0,57,14,13,10,3,13,0,0,0,0,0,0,13,10,3,13,0,14,11,3,14,0,2030,912,552,8,1472,558,1202,476,386,8,870,332,828,436,166,602,226,265,144,55,199,66,208,123,8,131,77,151,96,8,104,47,57,27,27,30,168,139,29,1904,837,392,0,1229,675,1066,380,212,0,592,474,838,457,180,637,201,258,143,57,200,58,205,146,59,1,Missouri Balance of State CoC,35.498127972787,16.6346040935001
315,"Jackson/Rankin, Madison Counties CoC",MS-500,Suburban CoCs,446,114,195,0,309,137,362,83,142,0,225,137,84,31,53,84,0,36,13,23,36,0,172,47,0,47,125,152,27,0,27,125,20,20,20,0,44,0,10,0,10,34,39,16,0,0,16,23,6,6,0,0,6,0,33,10,0,0,10,23,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,3,3,0,3,0,760,136,184,0,320,440,641,99,102,0,201,440,119,37,82,119,0,57,17,40,57,0,277,37,0,37,240,270,30,0,30,240,7,7,7,0,47,25,22,1302,245,550,0,795,507,1208,217,486,0,703,505,94,28,64,92,2,28,9,18,27,1,656,342,314,0,"Jackson/Rankin, Madison Counties CoC",8.23296789349423,0.94779880174513
316,Winston-Salem/Forsyth County CoC,NC-500,Other Urban CoCs,440,341,66,0,407,33,351,265,53,0,318,33,89,76,13,89,0,27,24,3,27,0,72,67,0,67,5,72,67,0,67,5,0,0,0,0,53,26,24,0,50,3,16,9,3,0,12,4,0,0,0,0,0,0,16,9,3,0,12,4,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,394,271,110,0,381,13,293,222,58,0,280,13,101,49,52,101,0,33,18,15,33,0,82,72,0,72,10,76,66,0,66,10,6,6,6,0,23,20,3,452,278,145,0,423,29,366,265,72,0,337,29,86,13,73,86,0,28,5,23,28,0,141,136,5,0,Winston-Salem/Forsyth County CoC,1.62726221373726,0.106852090461043
317,Mendocino County CoC,CA-509,Rural CoCs,880,94,63,0,157,723,829,79,27,0,106,723,51,15,36,51,0,14,3,11,14,0,96,43,0,43,53,92,39,0,39,53,4,4,4,0,12,5,1,0,6,6,15,1,1,0,2,13,0,0,0,0,0,0,15,1,1,0,2,13,3,1,2,3,0,0,0,0,0,0,3,1,2,3,0,3,1,2,3,0,1392,106,68,0,174,1218,1267,91,38,0,129,1138,125,15,30,45,80,34,4,12,16,18,227,29,0,29,198,171,23,0,23,148,56,6,6,50,55,15,40,1423,187,98,0,285,1138,1193,134,31,0,165,1028,230,53,67,120,110,152,23,19,42,110,520,136,384,0,Mendocino County CoC,6.21031007010835,0.951748861484076
318,"Turlock, Modesto/Stanislaus County CoC",CA-510,Suburban CoCs,1356,578,172,0,750,606,1080,390,117,0,507,573,276,188,55,243,33,85,59,16,75,10,241,108,0,108,133,214,85,0,85,129,27,23,23,4,87,30,15,0,45,42,79,19,14,0,33,46,3,3,0,0,3,0,76,16,14,0,30,46,18,15,1,16,2,1,0,0,0,1,17,15,1,16,1,18,16,1,17,1,1201,337,219,0,556,645,941,284,175,0,459,482,260,53,44,97,163,74,17,16,33,41,205,65,0,65,140,127,61,0,61,66,78,4,4,74,87,44,43,1593,415,219,0,634,959,1001,249,33,0,282,719,592,166,186,352,240,198,56,61,117,81,552,82,470,0,"Turlock, Modesto/Stanislaus County CoC",3.87028149650113,0.399614658414271
319,"Visalia/Kings, Tulare Counties CoC",CA-513,Other Urban CoCs,967,158,157,0,315,652,823,79,106,0,185,638,144,79,51,130,14,45,26,14,40,5,288,14,0,14,274,286,12,0,12,274,2,2,2,0,46,4,2,0,6,40,72,5,18,0,23,49,3,0,0,0,0,3,69,5,18,0,23,46,4,1,1,2,2,0,0,0,0,0,4,1,1,2,2,3,1,1,2,1,705,182,227,0,409,296,547,117,142,0,259,288,158,65,85,150,8,47,21,24,45,2,187,11,0,11,176,143,11,0,11,132,44,0,0,44,43,14,29,1040,86,103,0,189,851,468,40,61,0,101,367,572,46,42,88,484,208,13,12,25,183,88,8,80,0,"Visalia/Kings, Tulare Counties CoC",6.52817967665967,1.61670242781022
320,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,Rural CoCs,1149,248,211,0,459,690,955,197,142,0,339,616,194,51,69,120,74,56,13,21,34,22,431,107,0,107,324,403,98,0,98,305,28,9,9,19,124,18,38,0,56,68,51,18,9,0,27,24,5,0,4,0,4,1,46,18,5,0,23,23,4,0,2,2,2,1,0,0,0,1,3,0,2,2,1,5,0,3,3,2,851,260,244,0,504,347,631,178,183,0,361,270,220,82,61,143,77,60,16,28,44,16,199,87,0,87,112,125,54,0,54,71,74,33,33,41,203,117,86,263,143,58,0,201,62,186,102,29,0,131,55,77,41,29,70,7,31,16,12,28,3,85,40,45,0,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",17.2797993803398,6.57506059924911
321,"Davis, Woodland/Yolo County CoC",CA-521,Suburban CoCs,448,179,60,0,239,209,316,80,32,0,112,204,132,99,28,127,5,48,38,9,47,1,157,10,0,10,147,152,10,0,10,142,5,0,0,5,22,3,1,0,4,18,25,3,13,0,16,9,0,0,0,0,0,0,25,3,13,0,16,9,9,7,2,9,0,0,0,0,0,0,9,7,2,9,0,14,12,2,14,0,474,107,169,0,276,198,345,74,73,0,147,198,129,33,96,129,0,36,9,27,36,0,134,37,0,37,97,134,37,0,37,97,0,0,0,0,44,24,20,414,61,167,0,228,186,292,48,62,0,110,182,122,13,105,118,4,37,4,32,36,1,93,15,78,0,"Davis, Woodland/Yolo County CoC",3.37029407571174,0.274464976371926
322,Yuba City & County/Sutter County CoC,CA-524,Suburban CoCs,765,292,0,0,292,473,457,72,0,0,72,385,308,220,0,220,88,96,67,0,67,29,172,96,0,96,76,110,37,0,37,73,62,59,59,3,28,1,0,0,1,27,22,2,0,0,2,20,1,0,0,0,0,1,21,2,0,0,2,19,24,18,0,18,6,0,0,0,0,0,24,18,0,18,6,28,21,0,21,7,1485,344,762,0,1106,379,750,142,398,0,540,210,735,202,364,566,169,319,92,155,247,72,104,51,0,51,53,66,30,0,30,36,38,21,21,17,32,24,8,594,60,423,0,483,111,247,48,128,0,176,71,347,12,295,307,40,90,4,76,80,10,67,28,39,0,Yuba City & County/Sutter County CoC,4.09630502992088,0.338031357240929
323,"Tuolumne, Amador, Calaveras, Mariposa Counties CoC",CA-526,Rural CoCs,398,103,31,0,134,264,265,28,17,0,45,220,133,75,14,89,44,45,24,5,29,16,72,5,0,5,67,68,1,0,1,67,4,4,4,0,19,2,7,0,9,10,22,1,2,0,3,19,0,0,0,0,0,0,22,1,2,0,3,19,16,3,0,3,13,0,0,0,0,0,16,3,0,3,13,11,3,0,3,8,376,99,37,0,136,240,257,28,4,0,32,225,119,71,33,104,15,34,20,10,30,4,130,20,0,20,110,130,20,0,20,110,0,0,0,0,37,9,28,400,58,21,0,79,321,252,26,0,0,26,226,148,32,21,53,95,50,13,6,19,31,90,14,76,0,"Tuolumne, Amador, Calaveras, Mariposa Counties CoC",6.19817152037926,1.42912090545935
324,Tehama County CoC,CA-527,Rural CoCs,125,55,14,0,69,56,107,42,9,0,51,56,18,13,5,18,0,6,4,2,6,0,55,18,0,18,37,55,18,0,18,37,0,0,0,0,9,8,0,0,8,1,4,3,0,0,3,1,0,0,0,0,0,0,4,3,0,0,3,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Tehama County CoC,5.15246920363049,0.81061409524848
325,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",NJ-503,Suburban CoCs,999,631,223,0,854,145,705,395,173,0,568,137,294,236,50,286,8,94,74,18,92,2,146,66,0,66,80,131,51,0,51,80,15,15,15,0,130,10,115,0,125,5,64,28,29,0,57,7,7,1,5,0,6,1,57,27,24,0,51,6,22,17,5,22,0,0,0,0,0,0,22,17,5,22,0,38,31,7,38,0,1291,850,248,0,1098,193,714,374,179,0,553,161,577,476,69,545,32,186,155,20,175,11,138,83,0,83,55,116,64,0,64,52,22,19,19,3,47,36,11,1454,889,222,0,1111,343,856,508,121,0,629,227,598,381,101,482,116,184,122,33,155,29,163,108,55,1,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",10.3268074250293,0.356740612509582
326,Morris County CoC,NJ-509,Suburban CoCs,398,221,123,19,363,35,249,128,67,19,214,35,149,93,56,149,0,49,29,20,49,0,65,29,14,43,22,58,22,14,36,22,7,7,7,0,10,5,2,2,9,1,21,6,11,0,17,4,0,0,0,0,0,0,21,6,11,0,17,4,4,2,2,4,0,0,0,0,0,0,4,2,2,4,0,6,4,2,6,0,346,178,102,19,299,47,201,103,34,19,156,45,145,75,68,143,2,57,29,27,56,1,48,24,8,32,16,41,17,8,25,16,7,7,7,0,11,9,2,224,96,93,0,189,35,148,72,41,0,113,35,76,24,52,76,0,30,10,20,30,0,30,20,10,0,Morris County CoC,2.47946811906068,0.132986473595856
327,Paterson/Passaic County CoC,NJ-511,Suburban CoCs,434,296,26,0,322,112,284,163,9,0,172,112,150,133,17,150,0,54,47,7,54,0,95,45,0,45,50,89,39,0,39,50,6,6,6,0,10,2,0,0,2,8,20,10,6,0,16,4,0,0,0,0,0,0,20,10,6,0,16,4,14,12,2,14,0,0,0,0,0,0,14,12,2,14,0,22,19,3,22,0,440,329,57,0,386,54,200,147,9,0,156,44,240,182,48,230,10,81,62,15,77,4,42,37,0,37,5,29,24,0,24,5,13,13,13,0,9,8,1,518,219,95,0,314,204,338,129,51,0,180,158,180,90,44,134,46,58,27,22,49,9,51,26,25,0,Paterson/Passaic County CoC,1.64294326600383,0.0562957553160818
328,Trenton/Mercer County CoC,NJ-514,Suburban CoCs,479,319,97,0,416,63,337,193,81,0,274,63,142,126,16,142,0,47,41,6,47,0,46,25,0,25,21,46,25,0,25,21,0,0,0,0,18,12,1,0,13,5,28,10,15,0,25,3,1,1,0,0,1,0,27,9,15,0,24,3,10,10,0,10,0,0,0,0,0,0,10,10,0,10,0,17,17,0,17,0,668,338,263,0,601,67,380,197,137,0,334,46,288,141,126,267,21,78,47,25,72,6,58,46,0,46,12,49,37,0,37,12,9,9,9,0,37,26,11,989,530,321,0,851,138,522,325,125,0,450,72,467,205,196,401,66,110,53,40,93,17,82,62,20,0,Trenton/Mercer County CoC,1.52259478320571,0.0627798436062448
329,"Warren, Sussex, Hunterdon Counties CoC",NJ-516,Suburban CoCs,338,169,107,0,276,62,243,97,96,0,193,50,95,72,11,83,12,28,22,3,25,3,30,15,0,15,15,24,9,0,9,15,6,6,6,0,66,6,57,0,63,3,18,13,2,0,15,3,1,1,0,0,1,0,17,12,2,0,14,3,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,271,169,64,0,233,38,156,81,45,0,126,30,115,88,19,107,8,39,30,6,36,3,33,24,0,24,9,31,22,0,22,9,2,2,2,0,39,37,2,693,377,277,0,654,39,308,190,93,0,283,25,385,187,184,371,14,137,72,61,133,4,57,53,4,1,"Warren, Sussex, Hunterdon Counties CoC",4.0012936102158,0.368316961762487
330,Las Vegas/Clark County CoC,NV-500,Major Cities,6083,1659,524,16,2199,3884,5786,1412,507,16,1935,3851,297,247,17,264,33,106,87,8,95,11,505,178,11,189,316,505,178,11,189,316,0,0,0,0,594,148,281,0,429,165,1295,63,87,0,150,1145,214,6,11,0,17,197,1081,57,76,0,133,948,21,11,8,19,2,2,1,1,2,0,19,10,7,17,2,26,15,9,24,2,5952,2047,853,20,2920,3032,5349,1705,606,20,2331,3018,603,342,247,589,14,219,131,83,214,5,529,218,1,219,310,529,218,1,219,310,0,0,0,0,706,406,300,7533,976,2868,0,3844,3689,5624,900,2002,0,2902,2722,1909,76,866,942,967,606,30,255,285,321,808,174,634,0,Las Vegas/Clark County CoC,7.45283732966907,2.0926911753889
331,Nevada Balance of State CoC,NV-502,Rural CoCs,269,88,10,0,98,171,221,70,1,0,71,150,48,18,9,27,21,15,8,2,10,5,37,15,0,15,22,26,4,0,4,22,11,11,11,0,10,2,0,0,2,8,15,6,0,0,6,9,0,0,0,0,0,0,15,6,0,0,6,9,6,6,0,6,0,0,0,0,0,0,6,6,0,6,0,7,7,0,7,0,341,69,52,0,121,220,262,54,9,0,63,199,79,15,43,58,21,22,5,12,17,5,45,19,0,19,26,39,17,0,17,22,6,2,2,4,11,7,4,330,129,125,0,254,76,146,61,48,0,109,37,184,68,77,145,39,63,32,24,56,7,113,50,63,0,Nevada Balance of State CoC,22.6397519043361,26.0436593129067
332,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",NY-501,Rural CoCs,233,155,64,0,219,14,119,92,13,0,105,14,114,63,51,114,0,34,19,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,2,0,22,5,0,0,0,0,0,0,27,20,2,0,22,5,9,7,2,9,0,0,0,0,0,0,9,7,2,9,0,10,8,2,10,0,349,95,212,0,307,42,270,68,183,0,251,19,79,27,29,56,23,29,12,11,23,6,22,10,0,10,12,17,10,0,10,7,5,0,0,5,87,79,8,177,28,148,0,176,1,151,16,134,0,150,1,26,12,14,26,0,9,3,6,9,0,2,2,0,0,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",6.13753201610633,1.08418399147141
333,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",NY-505,Suburban CoCs,722,547,163,0,710,12,540,415,113,0,528,12,182,132,50,182,0,60,42,18,60,0,36,34,0,34,2,36,34,0,34,2,0,0,0,0,41,19,22,0,41,0,69,51,18,0,69,0,14,10,4,0,14,0,55,41,14,0,55,0,6,4,2,6,0,0,0,0,0,0,6,4,2,6,0,6,5,1,6,0,994,539,402,0,941,53,750,421,298,0,719,31,244,118,104,222,22,88,43,41,84,4,123,92,0,92,31,96,83,0,83,13,27,9,9,18,74,72,2,731,362,346,0,708,23,600,306,277,0,583,17,131,56,69,125,6,51,18,28,46,5,107,98,9,1,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",4.85150965498485,0.732467594649758
